chembl_id
CHEMBL2003433
CHEMBL4277361
CHEMBL514706
CHEMBL3475289
CHEMBL4911535
CHEMBL274630
CHEMBL1095484
CHEMBL3930186
CHEMBL4946324
CHEMBL74643
CHEMBL4641405
CHEMBL5018465
CHEMBL1352566
CHEMBL1878226
CHEMBL4217634
CHEMBL5015172
CHEMBL3331206
CHEMBL1904152
CHEMBL4989107
CHEMBL4549296
CHEMBL3497998
CHEMBL1822160
CHEMBL1445189
CHEMBL2409494
CHEMBL1493095
CHEMBL603659
CHEMBL3450878
CHEMBL3892242
CHEMBL1436872
CHEMBL4918454
CHEMBL51061
CHEMBL2164599
CHEMBL3446181
CHEMBL1595547
CHEMBL1495078
CHEMBL3730601
CHEMBL1395837
CHEMBL294398
CHEMBL5020692
CHEMBL377976
CHEMBL1210452
CHEMBL3487278
CHEMBL4908702
CHEMBL2393009
CHEMBL3483325
CHEMBL2012410
CHEMBL4279621
CHEMBL1556694
CHEMBL1353671
CHEMBL34428
CHEMBL4891539
CHEMBL4790048
CHEMBL382605
CHEMBL3927536
CHEMBL1318402
CHEMBL3103512
CHEMBL193072
CHEMBL270849
CHEMBL4904326
CHEMBL1258893
CHEMBL3952074
CHEMBL1479399
CHEMBL2036752
CHEMBL4970428
CHEMBL405860
CHEMBL4875962
CHEMBL1574680
CHEMBL3617569
CHEMBL3954187
CHEMBL4753299
CHEMBL3219663
CHEMBL3827523
CHEMBL304336
CHEMBL3087114
CHEMBL3693586
CHEMBL4950415
CHEMBL3187832
CHEMBL4888620
CHEMBL4953323
CHEMBL2164348
CHEMBL5000723
CHEMBL1495441
CHEMBL4572205
CHEMBL345979
CHEMBL3445787
CHEMBL1729416
CHEMBL3913812
CHEMBL190815
CHEMBL4752377
CHEMBL3475843
CHEMBL2397443
CHEMBL135371
CHEMBL2392497
CHEMBL5013680
CHEMBL1197022
CHEMBL3896081
CHEMBL3484239
CHEMBL3484907
CHEMBL1921990
CHEMBL1330838
CHEMBL3277482
CHEMBL131569
CHEMBL122342
CHEMBL4637223
CHEMBL249501
CHEMBL4756823
CHEMBL3465335
CHEMBL3437125
CHEMBL166321
CHEMBL1309714
CHEMBL4445412
CHEMBL1210854
CHEMBL4939695
CHEMBL1410827
CHEMBL4167903
CHEMBL181556
CHEMBL1683272
CHEMBL4968396
CHEMBL2296787
CHEMBL4211696
CHEMBL2207787
CHEMBL3701843
CHEMBL2337807
CHEMBL1725868
CHEMBL3910646
CHEMBL2138588
CHEMBL4982308
CHEMBL282001
CHEMBL3668719
CHEMBL4992628
CHEMBL347490
CHEMBL109813
CHEMBL1464624
CHEMBL3500013
CHEMBL1903459
CHEMBL480632
CHEMBL1644637
CHEMBL608691
CHEMBL1483600
CHEMBL47460
CHEMBL4987583
CHEMBL2152245
CHEMBL117498
CHEMBL508033
CHEMBL1429118
CHEMBL4588843
CHEMBL1795739
CHEMBL179883
CHEMBL4060147
CHEMBL3933539
CHEMBL4923773
CHEMBL1881043
CHEMBL3786879
CHEMBL5002726
CHEMBL177483
CHEMBL3786754
CHEMBL3471011
CHEMBL3905436
CHEMBL17926
CHEMBL1802779
CHEMBL1906621
CHEMBL1308636
CHEMBL1550369
CHEMBL1683960
CHEMBL302658
CHEMBL4938632
CHEMBL1873321
CHEMBL186041
CHEMBL1684306
CHEMBL4912318
CHEMBL1500278
CHEMBL277052
CHEMBL4073409
CHEMBL3446180
CHEMBL4941972
CHEMBL3417783
CHEMBL368048
CHEMBL2133448
CHEMBL5017563
CHEMBL2402497
CHEMBL4976040
CHEMBL52348
CHEMBL2362927
CHEMBL3946858
CHEMBL3474779
CHEMBL197250
CHEMBL4449153
CHEMBL3087457
CHEMBL4919757
CHEMBL4856295
CHEMBL1409466
CHEMBL1229820
CHEMBL1497825
CHEMBL1346350
CHEMBL4559464
