zinc_id
23024026
41210051
32586130
9495756
55160562
12415893
576823829
71255683
20567803
248067114
96243666
97577441
13284522
172756924
38487558
26665347
100794783
1888888265
299793402
225723822
69623662
33058601
96449798
95505334
98015840
102697837
38290703
95958677
96162266
218625409
49929636
2339503
223505744
151981413
12231068
225684130
585108739
40540672
19580931
1875261065
7940104
179162210
1772817456
16871794
1535541747
19148528
100999060
1131696
9882908
67965377
26214267
69485911
1615002584
9661981
13667590
2885336
97083586
408669502
264263478
224272310
6940292
78806173
1702003
54363085
5441451
899386546
215974800
262073789
103215131
225349834
97572276
75573024
84692043
409235860
90607907
1772804604
35512110
7392210
3477137
13957645
5460863
9294987
8715492
21801831
4786648
2510491
225889223
4331562
69740816
224504751
59516204
409218189
299739629
1589744
5623556
223178830
96261441
22511590
374683140
268988080
44870525
36700149
2228948
72375627
463421
107428695
560408034
508712930
634655023
78912673
35399856
1875340278
58202747
903928738
611011
67762075
222981524
77486454
252383354
4171543
13670572
102206744
150629226
408597914
252497012
223706749
57984828
19856419
2862871
615195924
199086
96077230
9226753
408553403
702815
16919303
225345520
170601695
45682094
9908625
12243576
67947103
3204787
358481855
223139749
1772712853
408688287
367649605
215120829
224663115
20542872
169716553
12527837
257258727
72431951
96009772
70453416
7685805
1058071
59461394
96419555
94101268
363193465
13505155
19214115
1678802
226084288
643579513
1641045494
13097898
275380245
1859817199
67050997
29664036
242389335
1355414
247527048
18122733
224390148
13671039
1875324962
367900842
585147174
408831034
1857728281
34305973
13681706
223151526
9612711
95375207
57947888
230193424
257201338
894917
1875242992
910843669
334157029
375417533
48287163
408636436
9883252
96494694
426430990
283745275
257217741
408949850
69370256
5842613
257298795
584900299
260746519
101640160
9883284
72402555
40024031
40288610
257331744
4059412
169755418
408652109
226305205
170620106
2821266
9477041
257222630
49590123
65399106
72194152
71977806
78663115
13145901
12097314
96148002
58137273
13674214
888102890
1857688762
72259870
32900343
96525210
95392871
575619617
43375207
585287119
95425741
222890502
652864285
227159411
257235149
1857731299
192447212
257358871
78869593
585088496
8262418
6539989
1888853457
2055819396
9328276
69531148
225616545
218949865
32818504
408928441
96496177
5200397
71667
260776183
101877666
257288362
21867643
67803848
41181182
1772701410
32525
9478707
102899471
17030882
224622512
4178351
864311946
670448626
7160703
299775851
19737760
363456810
72437088
1857670447
306143695
1875337492
238436638
19374356
239347119
49870377
226337948
12126672
1875307041
257347030
8054234
65602218
8014265
7740732
26139908
1704315421
670444987
6662583
345714088
257231837
226031100
