PUBCHEM_CID
3922018
5111894
56908021
4448509
3768281
6738061
56862092
135857701
2676430
54637894
5001642
740335
9552630
4288887
1088583
56738706
54625653
16359400
1040959
44488108
2989229
50950674
54735587
16829692
60183389
2174275
4073656
1382009
677069
2953862
54664485
2192939
50971551
8064151
27476626
46089985
1209327
126475030
1209182
7589188
126462186
3836168
126466247
56723513
3907767
5534276
1457343
16616302
45978859
15994862
1481954
16927428
2960921
5085039
71905227
4307857
135459533
2878069
60188885
9584240
1107086
46079662
45235092
46259775
5350085
6622117
9515535
7243512
132454980
2355436
979041
54721035
2814417
54614852
3573944
17578082
796310
126463611
45864273
5494493
728907
797916
4878204
3931398
4226879
5296504
46030098
2925252
56712179
8074233
973679
4068205
7424625
56704064
752847
50979617
53383084
46903540
7080813
71870076
56744504
1246219
2867534
132457702
22519870
883487
1511175
4183266
1370076
44500268
60186468
54638999
2925906
25398018
43065465
24405
818764
735636
3133586
4120033
11371
6173074
1185830
659158
16462555
5341681
1273890
2990940
110219173
44144268
54650925
3223374
45024158
1859227
46077907
44505051
4424560
132453255
25338376
1530469
2236479
1172267
2238964
3494829
692371
70679576
2642
4309064
136076908
22518259
126463059
2872812
92773162
46019233
28954555
2802846
46076470
2978873
60156861
4414002
45839926
2107475
1188113
24237983
20919802
24715613
978180
761415
3237676
44617020
42564939
50968397
46024716
4307111
46100193
25689115
669417
20860740
16245779
71869400
2046192
4901270
2968254
2151916
2441548
2788296
534111
680456
54637680
7502932
45192066
5124913
44485369
2958110
43813090
2185790
5309027
633819
17024774
54649880
20905819
117091725
3262366
5844379
56720571
117088235
16406845
54658320
46079939
2211769
11957688
2365459
4227959
53623090
3577410
30862083
135456513
45502095
2925039
5238813
54651735
18573775
2641261
9550362
20969328
23724074
18117126
2869684
7150665
946119
645548
54679463
24720429
45176123
54623223
2908253
44619259
47037024
5224935
135495467
20903816
18567462
56708473
5056083
4691265
7260650
2924838
22551969
5072687
2409993
345709
2366976
3095270
2840858
54619330
132466094
5346804
2539908
3223059
2864012
4815040
17473771
2110264
72130057
117093176
15999506
18569741
1509365
16643277
18578720
1064720
7253897
16192291
1241125
1562695
1880525
2909673
80770590
54647730
42899887
110244575
920234
54614470
17416923
4223335
3567323
17499397
1513924
5047769
2443735
5161778
16189677
44055255
16189880
25488583
28954260
4379637
4658444
1438692
16285664
4528353
5347929
117090131
4595069
20882212
46371092
40160160
135656846
3942147
1113791
126462310
5118365
5349034
44618585
56588901
54640833
18572652
768972
3349086
3995902
2842547
26328935
132469627
573671
1551063
4962333
5222296
1113877
54658272
44485618
42935006
2843020
22554575
4459269
9628307
24980554
2971061
60191601
2811030
774877
135535504
25163180
2829426
44263688
30372070
16293810
15993123
26133660
56891468
24717623
3833283
46103168
16806349
4962030
17190153
132462207
648399
5130021
3151667
4660400
16619717
1151527
46028356
4332302
3392796
2341649
1886670
3674820
60183224
5494701
5510466
43814816
54615422
1566571
4109242
117092320
126466160
126458550
104858
3411530
3654695
989864
2152735
71851969
4576496
1377200
1819003
5179212
659092
2881033
44500065
2218797
132453728
28389337
24711194
46498239
741436
135478342
1288756
3578004
9600282
136680755
1081920
5940918
126457849
1450984
2233049
5216879
4658316
873677
16815089
54661847
851326
137095108
117088845
17469601
2255047
136036373
7177812
53551155
18564063
5349874
4149175
47078840
3108165
4621037
45197913
4695030
1463199
5334872
24282512
3219004
22334059
117073275
2969723
16956820
6484857
1091835
4066944
2333809
2931007
18773805
4061788
136266361
263519
2458945
2946809
54623109
2536296
56864752
60157100
5927528
44619969
7992714
54639403
15998902
135477983
17020267
135643214
45177670
4253236
3238454
3124647
16889401
54660192
126467924
2065342
25800844
20854387
2829356
7196813
748433
2796422
1419783
56859515
20890475
1933294
25162252
3127093
4889004
2208859
1159325
76234
2226206
1139487
2497393
42462991
739886
136738030
42585689
117091006
2878505
9325326
2155130
1079126
44501384
16822575
56873499
3158286
6526481
44827912
3638551
54614705
7688114
24817532
46930975
4068211
117081358
46999250
18570583
353292
4135057
5029416
9610227
1359021
126463367
60157673
54652370
20905987
20914313
20970154
6525727
54628412
2969332
136220418
15994518
50959172
5144459
45193268
45893597
2968958
285272
1477005
2816038
3222889
25282862
117077537
973302
16190450
6517412
45191475
1512992
774892
18566469
60189274
567296
2884754
4040646
1915670
2872128
751649
16823878
24719085
1538613
46101790
54616470
132458975
3882408
2258459
3624957
566386
42694574
45185456
42322218
2911213
2282341
1173295
2340810
42888829
4221134
54635092
8077404
54659304
71882852
6259289
56862388
16020580
132460521
45965745
56708461
24790322
22087
45202322
4876403
3117731
707457
45199175
6483836
6364703
54643265
663639
54650899
2473088
20967506
23854731
20860755
54631346
881695
47023656
80920
60187197
2053895
17253297
1310814
5342122
72120400
2800626
2809459
72128626
24684677
48355699
117085348
16671038
6624362
56745547
54644652
46086171
25102476
17400231
1331418
41230716
5995991
880667
54677451
4187315
107867
2859724
46099985
16671844
898395
126457756
4155328
18567030
7543018
1210538
2304828
132461271
44026726
3823657
47064677
15990293
1226753
26437797
3136903
9551438
45926265
877754
2325852
4087448
3132074
46948690
71847526
2943668
24213943
1370759
4986277
4560536
4166628
7958302
54636043
51135008
2126151
126471781
45971834
27370748
2977988
2856255
49786184
22333633
132469032
2263173
2894404
72106348
44486501
4159432
54637259
802146
46337470
511484
3227889
2876922
42362009
2879355
16812825
44522189
2738338
785215
1452390
2956378
20900866
16016630
1185831
3130311
45226036
879643
860624
3211607
54665214
23723517
45959567
45177381
75635793
20905605
892721
44496500
3149586
49778405
44485884
24099760
1042481
3157130
56712332
54676692
46127079
45221841
4800317
45998047
1372582
56716569
44497445
1111028
1105031
711271
46101137
22521327
44490698
1562029
675949
5524796
44484966
117082462
54623217
7199623
16920479
662159
135403086
2942698
667379
4571132
132461813
2225453
20875282
664742
6879070
3112764
5828882
46952436
2162777
4590503
44072043
701656
2898020
4367506
60726862
42811880
5048115
4076688
17173241
2528605
44499398
5034905
742996
2546961
2292981
782433
56746675
2877150
54650627
3398846
5244508
45192439
16305744
3238502
4396430
652629
2279032
2867517
118756236
56703072
6710455
1714732
707441
7286754
43812376
15991915
56857384
1101873
8086978
45820369
60158203
16813335
3155701
46088059
6617048
135449465
4856830
4916177
2432968
1179292
3957926
126464211
6859889
2819338
739239
117082022
132464680
56854112
54636615
1344484
3714065
1905285
47064183
46503966
126478541
2763451
2778486
16799222
24715669
7675491
126470285
1111241
56881928
49878534
49789962
2375321
831811
774444
1106083
3699353
20886429
3760777
3137928
44015341
2346
3244646
1343473
59587994
2194070
3656077
136089094
42190245
5147316
23735293
4108272
2200482
897027
126467993
2807574
2661030
2222962
60193109
56701875
3158902
5970393
3552346
16668854
2300902
16406120
4121399
60187995
46132888
18106533
1432298
791191
50951545
42694584
2881964
9515026
819905
2872478
2571742
2353618
1191314
4298046
4183488
7136463
279644
2205169
16761018
16646103
56860999
16813582
5289869
2438314
3205647
53300488
2632406
17367956
45555868
22331799
1046508
2971855
2997309
1349893
16801990
2204715
44488645
126474845
942421
1260000
132466922
135468296
2972437
3437242
16812773
562319
665087
2764378
1547758
46137965
5019830
60184991
5793807
45983200
44496824
2162790
1353951
965794
18563290
1113886
17439382
9594009
24980237
49792682
3197346
117078619
17565028
6917322
7080711
2830477
20881549
1088988
135473666
4796794
56915624
44617723
1256019
827773
3274134
4071558
881535
117091993
803135
45192659
2553132
46503282
135454401
14493645
54666221
4293452
2867525
20975242
54625894
3281039
16317845
117075686
1911291
44485915
1942636
4671288
45228275
3936034
126477647
6493344
2965816
56708369
5353745
842175
1332882
4346046
2157895
2173842
1308211
56919357
2392367
2989001
2309656
5926157
53589440
5976563
2119845
135528450
587545
122174458
44484207
40493830
17095779
17474936
3258501
934729
44620743
117079080
6859896
3522949
1379034
1351469
5725070
1923364
54635479
3839879
2869399
78476585
56918060
22550346
1102394
858490
120587
737828
3420296
45962719
54629556
2302616
45199321
126464700
3783089
44492877
50952379
132469252
4255485
9595647
2636248
44500122
5346555
5430393
4680904
4008339
60190684
802475
2003918
4565171
126461165
47192973
4334090
6538689
1047561
782044
44493079
44498606
6903035
798331
25447921
4907771
20913980
4326692
3095306
54641596
2796132
1927759
955830
3245786
4781615
686973
38304018
4180127
54624439
2974670
1239025
54618174
715497
2730322
7995894
54646660
54623043
4084524
22584839
318119
5830595
20891447
7527006
126479140
3387579
15992277
105671
2058100
3146856
3256631
3193806
2791859
879559
44891593
717730
6897265
22331267
6617737
54643362
5128000
54624524
45202680
3250403
4643423
3034316
2202158
135426226
2947216
45221310
3363788
50949687
671814
45929325
16022501
4315875
126479198
894741
135680990
5728326
16238714
4180320
44755376
3795357
1570031
16614251
118754790
2855559
42477232
269360
54665035
2310637
16668461
22429356
72111259
50970576
1490716
761433
2472215
24791715
4644299
935271
4162307
44490864
17293759
2869790
54627453
648837
8066315
3238231
3118930
56883354
3598588
5099490
118738493
1823333
25370477
3829245
2883679
6622380
54654415
54649470
4962609
135693570
2178345
46083569
5716318
72139127
44654075
9630172
6621163
24734002
712167
2945474
42952793
46081286
3366790
705016
117078999
46154504
60183019
132465772
118755028
13876099
20967491
46255191
25802921
690924
15945824
16354667
54618706
54659212
6308892
15992115
49789408
36353399
54658790
44506149
3851768
46503878
6410864
1226598
22519734
3788577
5977651
45196957
117085078
117094097
54615750
6902486
45971760
856468
4876726
20860748
2473330
800559
1430094
60186687
46260229
5409763
30375610
24717438
135468388
56589277
566577
763465
2583924
54645458
46096984
2810316
44497844
15987747
830813
53207272
54648931
54622321
3497462
653060
1238447
704777
2922439
56904978
54619389
9564609
20860228
54649682
45498220
5081115
2366198
3131374
3125755
2352457
3111907
2304232
49790513
16196563
71865490
7254252
20908214
126476429
25044354
4087259
45174955
4544471
17525394
899092
4559748
3165863
20862039
45988204
6620210
51360677
56875858
44499776
132470244
126463282
2810803
655012
22333694
540952
3588415
1449741
3607329
54620592
1203016
3220439
18573934
4899611
3894575
9884833
2218939
25775444
44497293
888006
11957686
2888270
3457109
4127001
117092041
46498324
28732816
25162870
16294126
5332567
50961253
4360608
56588027
3403307
53300138
42694031
1840431
26333739
9662729
46948594
117094203
46086029
53383236
6620880
23799462
2990625
54639699
46952542
886912
56750750
238639
56858874
885949
1252866
54665143
3245557
2845904
117093912
2900088
45210545
7996561
2271314
22515640
3226825
